SalesOrderID	RevisionNumber	OrderDate	DueDate	ShipDate	Status	OnlineOrderFlag	SalesOrderNumber	PurchaseOrderNumber	AccountNumber	CustomerID	SalesPersonID	TerritoryID	BillToAddressID	ShipToAddressID	ShipMethodID	CreditCardID	CreditCardApprovalCode	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	Comment	rowguid	ModifiedDate
44073	8	2011-07-31 00:00:00.000	2011-08-12 00:00:00.000	2011-08-07 00:00:00.000	5	1	SO44073	NULL	10-4030-011044	11044	NULL	9	14279	14279	1	15467	835117Vi79877	795	3374.99	269.9992	84.3748	3729.364	NULL	EED96223-D2B7-4F6E-9BFC-A685B2378FB9	2011-08-07 00:00:00.000
44074	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44074	PO20213115982	10-4020-000216	29592	275	2	778	778	5	17368	125058Vi90218	NULL	844.1043	80.9856	25.308	950.3979	NULL	40385BB1-835D-4A14-99E3-3848243E3C75	2011-08-08 00:00:00.000
44075	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44075	PO20155139653	10-4020-000092	29632	283	1	843	843	5	13278	115078Vi68861	NULL	26447.022	2538.7545	793.3608	29779.1373	NULL	A4AAE306-B55E-460F-AD34-D8E40751A63B	2011-08-08 00:00:00.000
44076	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44076	PO19720140502	10-4020-000562	30003	277	3	620	620	5	15448	75088Vi79780	NULL	4079.988	391.6788	122.3996	4594.0664	NULL	DADCEF5C-CDAE-4ADC-95EE-4233E481EE55	2011-08-08 00:00:00.000
44077	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44077	PO19401178507	10-4020-000173	29714	282	6	473	473	5	6065	45149Vi31551	810	6105.3293	584.8735	182.773	6872.9758	NULL	856D52E5-5A18-404E-8FFD-376A291FA8FF	2011-08-08 00:00:00.000
44078	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44078	PO19169159771	10-4020-000272	29622	283	1	863	863	5	7829	95168Vi40533	NULL	28045.3358	2702.18	844.4313	31591.9471	NULL	11DEE44F-1C58-4654-A272-E7D9FF560E97	2011-08-08 00:00:00.000
44079	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44079	PO19488118734	10-4020-000057	29967	277	3	565	565	5	19011	65211Vi98768	NULL	25706.4831	2467.5891	771.1216	28945.1938	NULL	16C329A8-25DE-4628-8B64-97E3B37253ED	2011-08-08 00:00:00.000
44080	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44080	PO18937118744	10-4020-000439	29733	276	4	1062	1062	5	7604	55229Vi39391	NULL	11.40	0.988	0.3088	12.6968	NULL	C82D6411-4602-4E93-873A-F4A9BDDC4E48	2011-08-08 00:00:00.000
44081	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44081	PO18299115585	10-4020-000118	29950	282	6	463	463	5	5110	105343Vi26747	810	37536.9632	3611.562	1128.6131	42277.1383	NULL	717C9440-7BB9-4521-A7C2-54808DB36DCA	2011-08-08 00:00:00.000
44082	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44082	PO17690137364	10-4020-000047	29803	274	6	452	452	5	8552	125349Vi44231	810	2039.994	195.8394	61.1998	2297.0332	NULL	C1E9D4F9-5179-46F4-8697-4EA6D1A0BDA7	2011-08-08 00:00:00.000
44083	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44083	PO17719115878	10-4020-000631	29969	278	6	548	548	5	7454	55359Vi38653	810	1362.3067	130.1463	40.6707	1533.1237	NULL	C602D43C-6DCF-4593-9EE9-D8872583A265	2011-08-08 00:00:00.000
44084	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44084	PO17835143404	10-4020-000551	29494	282	6	537	537	5	17600	15361Vi91370	810	8129.976	780.4777	243.8993	9154.353	NULL	CB29CC5F-ACBA-4167-A790-C07C155A7C4B	2011-08-08 00:00:00.000
44085	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44085	PO17545192039	10-4020-000155	29639	282	6	470	470	5	4357	85389Vi22856	810	20644.2343	1981.2698	619.1468	23244.6509	NULL	41EC06AB-D781-4409-9B89-D5DEEFFED59E	2011-08-08 00:00:00.000
44086	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44086	PO17574175064	10-4020-000678	29722	282	6	555	555	5	12698	65401Vi65677	810	73761.5266	7108.6377	2221.4493	83091.6136	NULL	D98578B7-7D64-4D19-9234-8A962437A4E1	2011-08-08 00:00:00.000
44087	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44087	PO16095130285	10-4020-000096	29944	276	4	1004	1004	5	8033	15594Vi41642	NULL	5007.72	482.6446	150.8264	5641.191	NULL	45B9EEC2-A283-4F90-B9D5-7EC8AF009258	2011-08-08 00:00:00.000
44088	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44088	PO16269137565	10-4020-000624	29842	281	4	1094	1094	5	11056	105604Vi57044	NULL	419.4589	40.2681	12.5838	472.3108	NULL	00032DF7-5D34-4ECC-9BC2-353D3C918E93	2011-08-08 00:00:00.000
44089	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44089	PO15950135717	10-4020-000114	29673	276	4	1007	1007	5	18407	95639Vi95621	NULL	2097.2945	201.3403	62.9188	2361.5536	NULL	AFF9F5E9-6E3E-408B-995F-6F58FA9D48C9	2011-08-08 00:00:00.000
44090	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44090	PO15834170093	10-4020-000417	29659	277	4	605	605	5	17935	95655Vi93027	NULL	6654.7023	634.7888	198.3715	7487.8626	NULL	5877C816-0772-483C-91AA-663A5376764C	2011-08-08 00:00:00.000
44091	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44091	PO15863179138	10-4020-000545	29914	281	4	1079	1079	5	16253	45659Vi84045	NULL	4492.7043	429.1119	134.0975	5055.9137	NULL	5D7E6A02-2033-46F7-AB2A-0BF2A3C34587	2011-08-08 00:00:00.000
44092	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44092	PO15167143312	10-4020-000273	30090	277	4	589	589	5	7126	115751Vi36971	NULL	4075.0341	393.8955	123.0923	4592.0219	NULL	4B5DF0C1-10EE-461D-87D9-4FFFA758FD51	2011-08-08 00:00:00.000
44093	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44093	PO15138128112	10-4020-000093	29708	277	4	569	569	5	3047	15752Vi16032	NULL	10680.7251	1021.8926	319.3414	12021.9591	NULL	39AE17A5-21F7-467D-8998-B0BC31A85F22	2011-08-08 00:00:00.000
44094	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44094	PO14877175150	10-4020-000172	29711	282	6	472	472	5	17062	15779Vi88581	810	4079.988	391.6788	122.3996	4594.0664	NULL	EDD427F5-D38C-4B54-8425-8D2F11E8CD57	2011-08-08 00:00:00.000
44095	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44095	PO14964184959	10-4020-000581	29748	281	4	1085	1085	5	11555	55792Vi59695	NULL	42341.075	4074.613	1273.3166	47689.0046	NULL	F819B5AF-F5DC-4277-A688-F2683044CA73	2011-08-08 00:00:00.000
44096	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44096	PO13920114195	10-4020-000180	29655	275	3	774	774	5	14064	65876Vi72956	NULL	8129.976	780.4777	243.8993	9154.353	NULL	3981FAF3-6CDB-4828-B52C-9A4F7772DFC3	2011-08-08 00:00:00.000
44097	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44097	PO14268131774	10-4020-000418	29651	277	3	606	606	5	19154	45879Vi99543	NULL	6035.8246	579.2061	181.0019	6796.0326	NULL	9637CC06-35BE-483D-85D8-B3231251D302	2011-08-08 00:00:00.000
44098	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44098	PO13746121367	10-4020-000567	29504	279	5	973	973	5	18100	25956Vi93868	NULL	16369.1545	1571.28	491.025	18431.4595	NULL	275FE618-5A8D-4FC4-B266-A8BB11C19E59	2011-08-08 00:00:00.000
44099	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44099	PO13717176693	10-4020-000473	29897	281	4	1066	28	5	11215	15961Vi57849	NULL	12499.4471	1199.6777	374.8993	14074.0241	NULL	0AC7A4C9-52F1-4616-AA86-24235607FA58	2011-08-08 00:00:00.000
44100	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44100	PO13543119495	10-4020-000293	29690	281	1	1036	1036	5	7392	106031Vi38330	NULL	81164.2329	7884.6612	2463.9566	91512.8507	NULL	18928518-3D6D-4345-9729-57F4E48221D9	2011-08-08 00:00:00.000
44101	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44101	PO11977181307	10-4020-000675	29721	279	5	984	984	5	19078	86199Vi99116	NULL	9794.6422	941.2667	294.1458	11030.0547	NULL	0E4D5317-0F49-4179-B53B-7239DDEE3553	2011-08-08 00:00:00.000
44102	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44102	PO11426145969	10-4020-000386	29681	279	5	950	950	5	17658	96269Vi91631	NULL	3513.9448	336.5312	105.166	3955.642	NULL	BDD9894D-FE43-4AD7-BFB5-04C4362B9F4C	2011-08-08 00:00:00.000
44103	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44103	PO11107175113	10-4020-000156	29577	278	6	471	471	5	319	16306Vi1621	810	3814.3435	365.811	114.3159	4294.4704	NULL	186DDD42-BCA6-4A17-B57A-57FD6D5F11CB	2011-08-08 00:00:00.000
44104	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44104	PO10585171940	10-4020-000498	29755	278	6	528	528	5	6955	26435Vi36178	810	4079.988	391.6788	122.3996	4594.0664	NULL	D4E91486-402F-4E78-8351-755D9525CC56	2011-08-08 00:00:00.000
44105	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44105	PO10382117173	10-4020-000453	29769	277	3	609	609	5	17132	76451Vi88949	NULL	6101.382	585.6263	183.0082	6870.0165	NULL	FE9BE31E-7214-4041-BDFE-E95726418B57	2011-08-08 00:00:00.000
44106	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44106	PO319178820	10-4020-000116	30068	279	5	920	920	5	7079	66465Vi36728	NULL	419.4589	40.2681	12.5838	472.3108	NULL	B3612120-3A9A-4E81-96A3-B48A69AE92C8	2011-08-08 00:00:00.000
44107	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44107	PO261177749	10-4020-000647	30106	277	4	630	630	5	7160	96487Vi37174	NULL	16185.4292	1555.4136	486.0668	18226.9096	NULL	1C08EBD5-C69F-4863-BA74-874A738E9543	2011-08-08 00:00:00.000
44108	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44108	PO667110590	10-4020-000365	29686	281	4	1048	1048	5	7092	46582Vi36784	NULL	2169.0469	208.2285	65.0714	2442.3468	NULL	5D3BA847-F658-4B07-9488-9315B4F3CD0A	2011-08-08 00:00:00.000
44109	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44109	PO783112882	10-4020-000091	29921	280	1	842	842	5	5220	56591Vi27302	NULL	13837.0855	1329.5349	415.4797	15582.1001	NULL	8BAA34B6-BEE5-4177-9E7C-87F7EB02D250	2011-08-08 00:00:00.000
44110	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44110	PO1624152036	10-4020-000579	29486	277	3	621	621	5	15369	46636Vi79380	NULL	16667.3077	1600.6864	500.2145	18768.2086	NULL	C1DE8C87-2B92-46FD-945E-F5549649D20D	2011-08-08 00:00:00.000
44111	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44111	PO1740120267	10-4020-000460	29740	282	6	520	520	5	18813	126720Vi97739	810	11641.3209	1117.861	349.3315	13108.5134	NULL	27E56CE4-BBCE-47C8-8FB2-EAB2D36D88DB	2011-08-08 00:00:00.000
44112	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44112	PO1885183650	10-4020-000588	29649	278	6	544	544	5	778	126735Vi3956	810	32444.904	3114.7108	973.3471	36532.9619	NULL	187CF120-E9A2-4819-99EF-5F5BB2DAE09B	2011-08-08 00:00:00.000
44113	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44113	PO2697181021	10-4020-000187	29938	276	4	1020	1020	5	12933	96824Vi66885	NULL	40510.3042	3894.0507	1216.8909	45621.2458	NULL	F2FCD5F7-F713-428D-9283-55EBEDE6D388	2011-08-08 00:00:00.000
44114	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44114	PO3190199320	10-4020-000575	29746	275	2	817	817	5	7146	106925Vi37077	NULL	33478.9114	3221.1056	1006.5955	37706.6125	NULL	F6F11872-AE4C-44DE-851B-25FA3E1D407F	2011-08-08 00:00:00.000
44115	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44115	PO3248122509	10-4020-000366	29525	276	4	1049	1049	5	14486	48008Vi75127	NULL	66848.3878	6434.5384	2010.7932	75293.7194	NULL	C00CCE35-6D42-4568-BD58-3D96A6251325	2011-08-08 00:00:00.000
44116	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44116	PO4089171650	10-4020-000368	29685	279	5	948	948	5	17669	88051Vi91685	NULL	20351.34	1953.6222	610.507	22915.4692	NULL	C4F63B68-ACB7-4301-BFB5-31FC48DB3F37	2011-08-08 00:00:00.000
44117	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44117	PO4408172413	10-4020-000143	29581	275	2	769	769	5	4524	28055Vi23704	NULL	12907.7717	1241.5408	387.9815	14537.294	NULL	614A3E63-A1EA-45FD-83B2-4498814762DF	2011-08-08 00:00:00.000
44118	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44118	PO4147180314	10-4020-000222	29883	276	3	1025	11381	5	18707	78063Vi97267	NULL	3427.4236	329.0327	102.8227	3859.279	NULL	0AE1FFEA-1297-43BE-9669-B5293E08EF8A	2011-08-08 00:00:00.000
44119	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44119	PO4640166555	10-4020-000648	29834	281	4	1097	1097	5	18418	118109Vi95680	NULL	49096.1075	4709.9034	1471.8448	55277.8557	NULL	41E0853B-3ED4-4EE6-80BC-8E54045D77BF	2011-08-08 00:00:00.000
44120	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44120	PO5597155510	10-4020-000075	29702	277	4	567	567	5	18496	48187Vi96071	NULL	26967.1293	2597.0004	811.5626	30375.6923	NULL	DE887505-3237-4891-A88E-7E031465D8DA	2011-08-08 00:00:00.000
44121	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44121	PO5220129819	10-4020-000169	29710	276	1	1017	1017	5	12214	128195Vi63164	NULL	64713.9547	6232.6603	1947.7063	72894.3213	NULL	088981D6-5DB1-4046-AD83-1A78E79E15AA	2011-08-08 00:00:00.000
44122	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44122	PO5307162091	10-4020-000369	29518	279	5	949	949	5	4215	98242Vi22195	NULL	4064.988	390.2388	121.9496	4577.1764	NULL	05C57735-E9E0-4431-BC48-542D8DA875CA	2011-08-08 00:00:00.000
44123	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44123	PO6322187277	10-4020-000503	29498	275	2	809	809	5	13601	28361Vi70508	NULL	874.794	83.9802	26.2438	985.018	NULL	E601E3B3-5157-48D4-9995-14D48F5E7F84	2011-08-08 00:00:00.000
44124	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44124	PO6786110112	10-4020-000003	29637	277	4	559	559	5	5164	38409Vi26986	NULL	15439.0357	1484.4652	463.8954	17387.3963	NULL	0F0EB783-FA76-466D-9A0A-2F88C1C7EDE8	2011-08-08 00:00:00.000
44125	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44125	PO6873116192	10-4020-000238	29872	277	3	586	586	5	8882	128417Vi45799	NULL	2604.0653	249.845	78.0766	2931.9869	NULL	873EC30A-6402-491D-B7AA-45F07BC0A44E	2011-08-08 00:00:00.000
44126	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44126	PO7192167220	10-4020-000020	29810	283	1	835	835	5	7845	58441Vi40596	NULL	14263.458	1369.026	427.8206	16060.3046	NULL	FBBF0577-18F8-47FE-8467-D4530227CC87	2011-08-08 00:00:00.000
44127	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44127	PO7569162058	10-4020-000608	29562	281	4	1091	1091	5	7293	98464Vi37844	NULL	91014.7853	8770.4397	2740.7624	102525.9874	NULL	21C6DA5E-7882-4BEA-909C-A749D4764F56	2011-08-08 00:00:00.000
44128	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44128	PO9541192839	10-4020-000279	30088	279	5	939	939	5	17915	38682Vi92926	NULL	18542.1726	1777.1149	555.3484	20874.6359	NULL	3D44711C-3DA7-48F1-8404-6A1DA92D5E69	2011-08-08 00:00:00.000
44129	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44129	PO9483186106	10-4020-000054	29966	275	2	760	760	5	3788	48719Vi19942	NULL	55699.8037	5352.7901	1672.7469	62725.3407	NULL	9122115B-47D1-48D3-A072-2E7B39A8D6B3	2011-08-08 00:00:00.000
44130	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44130	PO9106111486	10-4020-000602	29642	279	5	976	976	5	7600	128723Vi39373	NULL	35410.9983	3406.4582	1064.5182	39881.9747	NULL	E78D4AB2-13E5-4BDA-AE98-EDCB2EACED25	2011-08-08 00:00:00.000
44131	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44131	PO9019194963	10-4020-000576	29487	275	2	818	818	5	8010	68736Vi41477	NULL	20514.2859	1966.5222	614.5382	23095.3463	NULL	7A9E9D06-3335-457C-BB91-B81CA2BB188E	2011-08-08 00:00:00.000
44132	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44132	PO9570191688	10-4020-000585	29484	279	5	975	975	5	NULL	NULL	NULL	4049.988	388.7988	121.4996	4560.2864	NULL	BCB75739-C532-4106-93E0-8850819D877B	2011-08-08 00:00:00.000
44133	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	0	SO44133	PO9599144193	10-4020-000170	29715	279	5	926	926	5	18875	88756Vi98048	NULL	25686.5186	2468.9735	771.5542	28927.0463	NULL	586E170D-3433-4077-832D-26CC8CA15997	2011-08-08 00:00:00.000
44134	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	1	SO44134	NULL	10-4030-013821	13821	NULL	10	24945	24945	1	18596	1031049Vi96646	815	3578.27	286.2616	89.4568	3953.9884	NULL	2EE52B56-62B0-4B52-BFD9-542341CEB375	2011-08-08 00:00:00.000
44135	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	1	SO44135	NULL	10-4030-028156	28156	NULL	4	19928	19928	1	18155	231795Vi94135	NULL	3578.27	286.2616	89.4568	3953.9884	NULL	E72BC656-5B5B-41E5-A95B-E8512F3C0CC0	2011-08-08 00:00:00.000
44136	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	1	SO44136	NULL	10-4030-022114	22114	NULL	6	13829	13829	1	12023	531807Vi62143	810	3578.27	286.2616	89.4568	3953.9884	NULL	F793995E-AA24-4062-B983-F9B309ADB8E7	2011-08-08 00:00:00.000
44137	8	2011-08-01 00:00:00.000	2011-08-13 00:00:00.000	2011-08-08 00:00:00.000	5	1	SO44137	NULL	10-4030-017328	17328	NULL	9	17575	17575	1	1885	435392Vi9773	808	3578.27	286.2616	89.4568	3953.9884	NULL	66F0B677-B1E9-4206-A89C-564E8AB42A60	2011-08-08 00:00:00.000
44138	8	2011-08-02 00:00:00.000	2011-08-14 00:00:00.000	2011-08-09 00:00:00.000	5	1	SO44138	NULL	10-4030-013765	13765	NULL	10	18488	18488	1	17637	131033Vi91514	828	3578.27	286.2616	89.4568	3953.9884	NULL	867BCD3E-8BD4-4D80-B2CC-275D17741A9F	2011-08-09 00:00:00.000
44139	8	2011-08-02 00:00:00.000	2011-08-14 00:00:00.000	2011-08-09 00:00:00.000	5	1	SO44139	NULL	10-4030-013792	13792	NULL	10	13887	13887	1	8864	331042Vi45733	828	3578.27	286.2616	89.4568	3953.9884	NULL	2E8F9F0E-EAF8-4B5D-A9A9-824AE69D691F	2011-08-09 00:00:00.000
44140	8	2011-08-02 00:00:00.000	2011-08-14 00:00:00.000	2011-08-09 00:00:00.000	5	1	SO44140	NULL	10-4030-012221	12221	NULL	7	27557	27557	1	15063	631050Vi77929	827	3578.27	286.2616	89.4568	3953.9884	NULL	CD1B8426-75EB-4988-9B14-37B68659CDAB	2011-08-09 00:00:00.000
44141	8	2011-08-02 00:00:00.000	2011-08-14 00:00:00.000	2011-08-09 00:00:00.000	5	1	SO44141	NULL	10-4030-013572	13572	NULL	8	26165	26165	1	11954	331052Vi61800	825	3578.27	286.2616	89.4568	3953.9884	NULL	8F47208D-BBD1-4E59-AFDD-808679B3ED63	2011-08-09 00:00:00.000
44142	8	2011-08-02 00:00:00.000	2011-08-14 00:00:00.000	2011-08-09 00:00:00.000	5	1	SO44142	NULL	10-4030-022058	22058	NULL	6	21149	21149	1	9271	531899Vi47843	823	3578.27	286.2616	89.4568	3953.9884	NULL	AC045E1B-0778-478E-BA24-A6726F86A451	2011-08-09 00:00:00.000
