SalesOrderID	RevisionNumber	OrderDate	DueDate	ShipDate	Status	OnlineOrderFlag	SalesOrderNumber	PurchaseOrderNumber	AccountNumber	CustomerID	SalesPersonID	TerritoryID	BillToAddressID	ShipToAddressID	ShipMethodID	CreditCardID	CreditCardApprovalCode	CurrencyRateID	SubTotal	TaxAmt	Freight	TotalDue	Comment	rowguid	ModifiedDate
43823	8	2011-06-27 00:00:00.000	2011-07-09 00:00:00.000	2011-07-04 00:00:00.000	5	1	SO43823	NULL	10-4030-019942	19942	NULL	10	15988	15988	1	7639	830400Vi39580	360	699.0982	55.9279	17.4775	772.5036	NULL	A7713643-3F6F-4856-BCEF-F469FD6E5E33	2011-07-04 00:00:00.000
43824	8	2011-06-27 00:00:00.000	2011-07-09 00:00:00.000	2011-07-04 00:00:00.000	5	1	SO43824	NULL	10-4030-014558	14558	NULL	1	11804	11804	1	7138	1233794Vi37022	NULL	699.0982	55.9279	17.4775	772.5036	NULL	D2E9FA66-59FD-4C1E-96FB-71B50D161B9E	2011-07-04 00:00:00.000
43825	8	2011-06-27 00:00:00.000	2011-07-09 00:00:00.000	2011-07-04 00:00:00.000	5	1	SO43825	NULL	10-4030-016349	16349	NULL	9	16955	16955	1	16730	934720Vi86677	353	3578.27	286.2616	89.4568	3953.9884	NULL	3131524E-AC5B-4262-B286-6C281F42736B	2011-07-04 00:00:00.000
43826	8	2011-06-27 00:00:00.000	2011-07-09 00:00:00.000	2011-07-04 00:00:00.000	5	1	SO43826	NULL	10-4030-011008	11008	NULL	9	23743	23743	1	13554	835098Vi70239	353	3374.99	269.9992	84.3748	3729.364	NULL	A4592CF9-AC43-468A-8120-63621AE929DF	2011-07-04 00:00:00.000
43827	8	2011-06-27 00:00:00.000	2011-07-09 00:00:00.000	2011-07-04 00:00:00.000	5	1	SO43827	NULL	10-4030-025250	25250	NULL	9	27524	27524	1	7542	335426Vi39058	353	699.0982	55.9279	17.4775	772.5036	NULL	F2BA18E3-B49E-4D01-BDD1-6AAC7F0B6467	2011-07-04 00:00:00.000
43828	8	2011-06-28 00:00:00.000	2011-07-10 00:00:00.000	2011-07-05 00:00:00.000	5	1	SO43828	NULL	10-4030-027605	27605	NULL	1	13129	13129	1	17303	1030292Vi89856	NULL	3578.27	286.2616	89.4568	3953.9884	NULL	A89F9E4C-6BFE-42F4-8AD8-F98DC1DD70A5	2011-07-05 00:00:00.000
43829	8	2011-06-28 00:00:00.000	2011-07-10 00:00:00.000	2011-07-05 00:00:00.000	5	1	SO43829	NULL	10-4030-027611	27611	NULL	4	24776	24776	1	3742	1030294Vi19725	NULL	3578.27	286.2616	89.4568	3953.9884	NULL	C1E649CD-120B-407E-B94B-902772AFD947	2011-07-05 00:00:00.000
43830	8	2011-06-28 00:00:00.000	2011-07-10 00:00:00.000	2011-07-05 00:00:00.000	5	1	SO43830	NULL	10-4030-016347	16347	NULL	9	18564	18564	1	11691	934718Vi60484	366	3578.27	286.2616	89.4568	3953.9884	NULL	33854633-A6BD-4337-B9C0-99443D5C229E	2011-07-05 00:00:00.000
43831	8	2011-06-28 00:00:00.000	2011-07-10 00:00:00.000	2011-07-05 00:00:00.000	5	1	SO43831	NULL	10-4030-011028	11028	NULL	9	24158	24158	1	3749	835107Vi19779	366	3374.99	269.9992	84.3748	3729.364	NULL	92D7E467-C917-4C05-BD34-A661E9667B96	2011-07-05 00:00:00.000
43832	8	2011-06-28 00:00:00.000	2011-07-10 00:00:00.000	2011-07-05 00:00:00.000	5	1	SO43832	NULL	10-4030-013584	13584	NULL	10	23837	23837	1	10429	235202Vi53783	373	3578.27	286.2616	89.4568	3953.9884	NULL	B2941AE1-0AC9-46FD-BF70-A6D05550FAA2	2011-07-05 00:00:00.000
43833	8	2011-06-29 00:00:00.000	2011-07-11 00:00:00.000	2011-07-06 00:00:00.000	5	1	SO43833	NULL	10-4030-021727	21727	NULL	6	16752	16752	1	15641	530291Vi80832	381	3578.27	286.2616	89.4568	3953.9884	NULL	17D9183F-9760-4BC9-8BC8-34360A9BA9B1	2011-07-06 00:00:00.000
43834	8	2011-06-29 00:00:00.000	2011-07-11 00:00:00.000	2011-07-06 00:00:00.000	5	1	SO43834	NULL	10-4030-028393	28393	NULL	7	15471	15471	1	16716	331739Vi86614	385	3374.99	269.9992	84.3748	3729.364	NULL	C23C7C70-EBFA-42C0-9D6E-7C770E533ED8	2011-07-06 00:00:00.000
43835	8	2011-06-29 00:00:00.000	2011-07-11 00:00:00.000	2011-07-06 00:00:00.000	5	1	SO43835	NULL	10-4030-019802	19802	NULL	6	17401	17401	1	2755	933259Vi14346	381	3374.99	269.9992	84.3748	3729.364	NULL	2890C37D-7A05-409D-91A1-1B67AFC90FDC	2011-07-06 00:00:00.000
43836	8	2011-06-29 00:00:00.000	2011-07-11 00:00:00.000	2011-07-06 00:00:00.000	5	1	SO43836	NULL	10-4030-026620	26620	NULL	6	19261	19261	1	6966	233797Vi36226	381	699.0982	55.9279	17.4775	772.5036	NULL	D2BC1C0C-AD0E-48F0-BB2F-5CCAAAB5DBAB	2011-07-06 00:00:00.000
43837	8	2011-06-29 00:00:00.000	2011-07-11 00:00:00.000	2011-07-06 00:00:00.000	5	1	SO43837	NULL	10-4030-011009	11009	NULL	9	29335	29335	1	NULL	NULL	379	3374.99	269.9992	84.3748	3729.364	NULL	322AC07B-04A4-4748-9273-C496281CD342	2011-07-06 00:00:00.000
43838	8	2011-06-30 00:00:00.000	2011-07-12 00:00:00.000	2011-07-07 00:00:00.000	5	1	SO43838	NULL	10-4030-027641	27641	NULL	4	16330	16330	1	1178	230193Vi5985	NULL	3578.27	286.2616	89.4568	3953.9884	NULL	CDB6BEE3-D9EA-4BED-977B-30F3366ABDF2	2011-07-07 00:00:00.000
43839	8	2011-06-30 00:00:00.000	2011-07-12 00:00:00.000	2011-07-07 00:00:00.000	5	1	SO43839	NULL	10-4030-027673	27673	NULL	1	20037	20037	1	15759	830207Vi81479	NULL	3578.27	286.2616	89.4568	3953.9884	NULL	F509DE35-99FE-49C8-A2E1-F9D3D3B20B5F	2011-07-07 00:00:00.000
43840	8	2011-06-30 00:00:00.000	2011-07-12 00:00:00.000	2011-07-07 00:00:00.000	5	1	SO43840	NULL	10-4030-017957	17957	NULL	7	25544	25544	1	16913	730401Vi87689	398	699.0982	55.9279	17.4775	772.5036	NULL	D4852815-4AD4-4F13-9DAD-4B8360B99831	2011-07-07 00:00:00.000
43841	8	2011-06-30 00:00:00.000	2011-07-12 00:00:00.000	2011-07-07 00:00:00.000	5	1	SO43841	NULL	10-4030-013406	13406	NULL	8	28149	28149	1	5858	631110Vi30576	396	3578.27	286.2616	89.4568	3953.9884	NULL	D69E18B6-9A5F-4D1B-8032-57E5B24E71B8	2011-07-07 00:00:00.000
43842	8	2011-06-30 00:00:00.000	2011-07-12 00:00:00.000	2011-07-07 00:00:00.000	5	1	SO43842	NULL	10-4030-016630	16630	NULL	9	18492	18492	1	17051	634634Vi88522	392	3578.27	286.2616	89.4568	3953.9884	NULL	2D7D83B2-CFAB-496B-BC1C-58A5A33E0392	2011-07-07 00:00:00.000
43843	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43843	PO19923118772	10-4020-000018	29955	275	3	756	756	5	13712	25020Vi71036	NULL	32940.1556	3174.1988	991.9371	37106.2915	NULL	4C035FE0-E928-4932-97D8-BE338EE54058	2011-07-08 00:00:00.000
43844	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43844	PO19691138342	10-4020-000353	29620	282	6	503	503	5	5577	105103Vi29202	407	20249.94	1943.9942	607.4982	22801.4324	NULL	B90DB933-2D63-4B51-9B14-599DD8DE2466	2011-07-08 00:00:00.000
43845	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43845	PO19546184286	10-4020-000206	29888	279	5	930	930	5	2364	15114Vi12293	NULL	8580.0739	823.6669	257.3959	9661.1367	NULL	6D308EFC-D13C-4E95-9653-98B9BA7C6F8B	2011-07-08 00:00:00.000
43846	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43846	PO19430112391	10-4020-000318	29548	278	6	498	498	5	5528	115137Vi28965	407	919.5201	90.6637	28.3324	1038.5162	NULL	ECE0D5A4-8384-43D3-AF7B-92ED5C1ED760	2011-07-08 00:00:00.000
43847	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43847	PO19227161888	10-4020-000210	29539	278	6	480	480	5	181	55182Vi966	407	908.8209	86.9292	27.1654	1022.9155	NULL	D87ECCC0-6DC2-4814-BC29-9BB76A02861E	2011-07-08 00:00:00.000
43848	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43848	PO18908190536	10-4020-000164	29717	283	1	851	851	5	15882	15215Vi82057	NULL	18269.946	1753.9148	548.0984	20571.9592	NULL	632D61E3-B219-403C-9D2B-6374A2CF0917	2011-07-08 00:00:00.000
43849	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43849	PO18676186169	10-4020-000697	29818	274	1	1104	1104	5	14559	55256Vi75492	NULL	20544.7015	1969.9765	615.6177	23130.2957	NULL	F4C65AD3-DC9E-46CF-98BA-8EDA6C166335	2011-07-08 00:00:00.000
43850	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43850	PO18415143340	10-4020-000191	29892	282	6	476	476	5	11072	75292Vi57135	407	10183.7952	982.9377	307.168	11473.9009	NULL	FA64E91A-A5EA-4A9D-86BC-E92AAD0E3E2C	2011-07-08 00:00:00.000
43851	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43851	PO18386167654	10-4020-000558	29509	275	2	816	816	5	8979	125302Vi46289	NULL	6783.7679	651.4975	203.593	7638.8584	NULL	CB4920EC-4887-4931-9258-78377518FD98	2011-07-08 00:00:00.000
43852	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43852	PO17864179720	10-4020-000568	29855	282	6	539	539	5	8043	115310Vi41710	407	2024.994	194.3994	60.7498	2280.1432	NULL	EC8883D3-214D-4E31-A25A-B74BAF6163C5	2011-07-08 00:00:00.000
43853	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43853	PO18270155899	10-4020-000011	29813	282	6	446	446	5	12279	85313Vi63488	407	26354.922	2530.0725	790.6477	29675.6422	NULL	C61DE9AF-0C09-4894-B6EA-E27C6652C354	2011-07-08 00:00:00.000
43854	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43854	PO17777139245	10-4020-000208	29988	282	6	478	478	5	9855	45354Vi50783	407	1749.588	167.9604	52.4876	1970.036	NULL	C69BEAF4-1C0E-425B-9B7E-AD8B0E3BCF89	2011-07-08 00:00:00.000
43855	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43855	PO17748116016	10-4020-000102	29946	278	6	462	462	5	14454	65357Vi74935	407	10993.3516	1058.7224	330.8508	12382.9248	NULL	B691D9F1-475F-4CD0-99E5-2AFD69FB659E	2011-07-08 00:00:00.000
43856	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43856	PO17313123131	10-4020-000389	29680	282	6	509	509	5	18049	55434Vi93678	407	2036.394	195.3874	61.0586	2292.84	NULL	910347FD-9759-4A08-99EE-0BA5F965004B	2011-07-08 00:00:00.000
43857	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43857	PO16733124458	10-4020-000533	30074	282	6	534	534	5	18260	45523Vi94762	407	7186.5371	689.052	215.3287	8090.9178	NULL	B4EEA46B-8C3B-44DD-A6F3-D4C9B357D8D6	2011-07-08 00:00:00.000
43858	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43858	PO16791124272	10-4020-000036	29961	275	2	758	758	5	3274	35544Vi17259	NULL	13694.3494	1317.0672	411.5835	15423.0001	NULL	2245BA06-463F-48B6-B1DB-20C837B6B3AD	2011-07-08 00:00:00.000
43859	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43859	PO16762199940	10-4020-000259	29865	276	4	1032	1032	5	11840	85562Vi61174	NULL	3911.5991	375.2443	117.2639	4404.1073	NULL	365D7FAC-6770-4F6E-88FB-23EA9D0202DB	2011-07-08 00:00:00.000
43860	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43860	PO16646146654	10-4020-000001	29773	280	1	832	832	5	19181	105571Vi99678	NULL	10993.3942	1057.2843	330.4013	12381.0798	NULL	D2745233-B05B-409C-93BB-4451569F4253	2011-07-08 00:00:00.000
43861	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43861	PO16327172067	10-4020-000584	29749	279	5	974	974	5	6675	45614Vi34749	NULL	23401.1062	2244.4088	701.3777	26346.8927	NULL	83B3D7C7-75DF-446B-AF7C-8D7AD437DC6E	2011-07-08 00:00:00.000
43862	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43862	PO16211194171	10-4020-000099	29945	279	5	919	919	5	6777	55631Vi35295	NULL	31000.7804	2987.8703	933.7095	34922.3602	NULL	940D8F40-7FDA-43B5-AA0F-E5605CC398C3	2011-07-08 00:00:00.000
43863	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43863	PO15747169584	10-4020-000471	29764	277	4	611	611	5	11717	65637Vi60618	NULL	1718.8983	164.9658	51.5518	1935.4159	NULL	3DB29079-48CF-484E-8156-DFC9AFBBC44C	2011-07-08 00:00:00.000
43864	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43864	PO16037151094	10-4020-000384	30056	276	4	1052	1052	5	1896	45642Vi9831	NULL	38474.3572	3703.8969	1157.4678	43335.7219	NULL	59863D9C-AE67-4857-8D71-B24FB735A89F	2011-07-08 00:00:00.000
43865	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43865	PO15689147174	10-4020-000328	30117	277	4	596	596	5	4623	45669Vi24257	NULL	13196.0548	1268.2589	396.3309	14860.6446	NULL	E1D2A49D-5C50-465F-A927-0BDDC2440741	2011-07-08 00:00:00.000
43866	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43866	PO14529112624	10-4020-000289	29571	280	1	864	864	5	14363	55805Vi74455	NULL	4076.388	391.2268	122.2584	4589.8732	NULL	3BDCD17C-F327-4D97-9134-3A96A2CBB88A	2011-07-08 00:00:00.000
43867	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43867	PO14471123403	10-4020-000145	29582	280	1	848	848	5	1359	45808Vi6925	NULL	32673.0446	3149.2911	984.1535	36806.4892	NULL	B77E764C-9C42-4333-81C4-F1417B07C3F3	2011-07-08 00:00:00.000
43868	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43868	PO14848158712	10-4020-000478	30042	282	6	523	523	5	10628	85848Vi54777	407	2146.962	206.1084	64.4089	2417.4793	NULL	8417B236-D1CD-4916-97BF-4F76BA08C031	2011-07-08 00:00:00.000
43869	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43869	PO14500145975	10-4020-000650	30107	276	1	1099	1099	5	6386	45864Vi33152	NULL	49193.9864	4734.607	1479.5647	55408.1581	NULL	CFD72E16-F7FC-4DED-9C2D-95405FF19510	2011-07-08 00:00:00.000
43870	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43870	PO14326149236	10-4020-000107	29675	275	2	765	765	5	18323	55875Vi95160	NULL	4316.9864	413.6232	129.2572	4859.8668	NULL	2AD8FE9A-51DB-4469-A853-77AD3F8B7024	2011-07-08 00:00:00.000
43871	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43871	PO13572145817	10-4020-000527	30076	281	3	1076	1076	5	4941	75995Vi25927	NULL	9398.8972	899.949	281.2341	10580.0803	NULL	91A42588-4E33-4651-959A-FD22957757A6	2011-07-08 00:00:00.000
43872	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43872	PO12557127067	10-4020-000240	30100	276	4	1028	1028	5	3368	66128Vi17744	NULL	11584.459	1110.9858	347.1831	13042.6279	NULL	6056459A-2C20-4924-914D-3085728FFEBE	2011-07-08 00:00:00.000
43873	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43873	PO12499138177	10-4020-000078	29703	276	4	1001	1001	5	15090	96146Vi78070	NULL	41250.4391	3973.725	1241.789	46465.9531	NULL	CA7F3655-94D7-447C-AE5D-5B85EF6AF871	2011-07-08 00:00:00.000
43874	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43874	PO12122162917	10-4020-000022	29569	277	3	562	562	5	13917	66171Vi72178	NULL	419.4589	40.2681	12.5838	472.3108	NULL	19B1A1E5-EC5A-4F8E-A25A-3A2A21219FAD	2011-07-08 00:00:00.000
43875	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43875	PO12586178184	10-4020-000278	29624	279	5	938	30	5	204	116188Vi1051	NULL	121761.9396	11871.5033	3709.8448	137343.2877	NULL	8AD47DFB-4D6C-4354-AD25-9E3E64AF0C64	2011-07-08 00:00:00.000
43876	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43876	PO12006119347	10-4020-000270	30091	275	2	784	784	5	6005	66205Vi31256	NULL	7135.2649	686.9474	214.6711	8036.8834	NULL	53188142-2A1F-4F1B-AAD5-FA92BBF4B770	2011-07-08 00:00:00.000
43877	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43877	PO11919119101	10-4020-000073	29925	280	1	840	840	5	5343	56208Vi27980	NULL	20628.5745	1977.1163	617.8489	23223.5397	NULL	C60E991F-937F-4AF3-9883-614A667D9749	2011-07-08 00:00:00.000
43878	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43878	PO11716136854	10-4020-000144	29664	275	2	770	770	5	7167	46227Vi37199	NULL	4079.988	391.6788	122.3996	4594.0664	NULL	92096EC8-87B0-42D0-8516-3F6E713A1DE7	2011-07-08 00:00:00.000
43879	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43879	PO11600128380	10-4020-000569	29510	282	6	540	540	5	14729	26285Vi76327	407	21718.7639	2087.8858	652.4643	24459.114	NULL	E7812579-E1A0-4997-9027-A1AFB625C9E7	2011-07-08 00:00:00.000
43880	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43880	PO11020127453	10-4020-000336	29789	278	6	501	501	5	18316	126355Vi95120	407	15479.55	1488.4458	465.1393	17433.1351	NULL	77F5C860-1887-4B14-96BF-FE58CA4FB307	2011-07-08 00:00:00.000
43881	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43881	PO10759119626	10-4020-000346	30111	277	3	598	598	5	569	56356Vi2945	NULL	38816.8056	3725.7234	1164.2885	43706.8175	NULL	063E526C-D138-40D0-8BE7-5807DACC6934	2011-07-08 00:00:00.000
43882	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43882	PO10469165208	10-4020-000335	29558	282	6	500	500	5	11282	66419Vi58190	407	2024.994	194.3994	60.7498	2280.1432	NULL	1FADFAE5-C70E-49A6-892D-6D80949D3C44	2011-07-08 00:00:00.000
43883	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43883	PO10121175623	10-4020-000684	29724	275	2	829	829	5	6126	76443Vi31838	NULL	18320.6894	1763.0175	550.943	20634.6499	NULL	F27B0997-0D8A-4653-A280-5596E895A0EB	2011-07-08 00:00:00.000
43884	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43884	PO10440182311	10-4020-000623	29861	277	3	628	11382	5	16665	96446Vi86292	NULL	115696.3313	11215.3536	3504.798	130416.4829	NULL	37C9D09F-1E62-4CFA-AB5C-CBC7D0EC3240	2011-07-08 00:00:00.000
43885	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43885	PO609186449	10-4020-000492	29757	276	4	1070	1070	5	13246	66522Vi68706	NULL	68.40	5.928	1.8525	76.1805	NULL	02B2DAC2-90DC-413A-B148-A9145A459AC8	2011-07-08 00:00:00.000
43886	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43886	PO1827149671	10-4020-000317	29698	282	6	497	497	5	11745	76664Vi60734	407	17358.0101	1664.9942	520.3107	19543.315	NULL	D2F8BA9F-0619-4A06-B7B7-7C38D088DB2B	2011-07-08 00:00:00.000
43887	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43887	PO1276169981	10-4020-000548	29493	279	5	970	970	5	9478	106673Vi48861	NULL	419.4589	40.2681	12.5838	472.3108	NULL	9E78ED24-F8BA-4C3D-AD89-D9A1A2E51D45	2011-07-08 00:00:00.000
43888	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43888	PO2088113013	10-4020-000136	29794	282	6	466	466	5	12102	96752Vi62574	407	14432.8174	1388.4649	433.8953	16255.1776	NULL	2A00B8DD-78A6-4DF8-BAE5-58B1B4A78AAF	2011-07-08 00:00:00.000
43889	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43889	PO2030112412	10-4020-000661	29830	278	6	553	553	5	16905	126756Vi87636	407	2082.6748	199.3984	62.312	2344.3852	NULL	9E9DA825-41BA-443C-BCA6-02121373F476	2011-07-08 00:00:00.000
43890	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43890	PO2146115360	10-4020-000354	29515	278	6	504	504	5	14184	66771Vi73564	407	75191.9599	7234.307	2260.7209	84686.9878	NULL	C52362A5-CF6F-40EC-8457-CABDA3669C0E	2011-07-08 00:00:00.000
43891	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43891	PO2726163521	10-4020-000029	29807	282	6	449	449	5	13366	36797Vi69277	407	32569.104	3126.3148	976.9734	36672.3922	NULL	4978ADE9-D759-4925-B079-519498705B8F	2011-07-08 00:00:00.000
43892	8	2011-07-01 00:00:00.000	2011-07-13 00:00:00.000	2011-07-08 00:00:00.000	5	0	SO43892	PO2523117473	10-4020-000167	29716	281	4	1015	1015	5	13468	26813Vi69778	NULL	16544.5461	1587.1682	495.9901	18627.7044	NULL	386511B7-D278-479C-90B9-687FF0E045BD	2011-07-08 00:00:00.000
